ID_ATIV_ECON_ESTABELECIMENTO,DESCRICAO_CNAE_PRINCIPAL,DATA_INICIO_ATIVIDADE,IND_POSSUI_ALVARA,NOME_LOGRADOURO,NUMERO_IMOVEL,COMPLEMENTO,NOME_BAIRRO,NOME,NOME_FANTASIA,GEOMETRIA,CDB2025_Participante
318288,RESTAURANTES E SIMILARES,28-09-2021,SIM,MANSUETO FILIZZOLA,845,CXPST CX1,SANTA AMELIA,KESIA JAPA DELIVERY LTDA,KEMI SUSHI,POINT (-43.97561580917964 -19.837352333040222),Não
318297,RESTAURANTES E SIMILARES,28-09-2021,NÃO,PIUM I,772,FUNDOS,CARMO,MARIA FERNANDA PICCOLI TEIXEIRA 15670933613,GILBOA,POINT (-43.93103418788741 -19.946421138946747),Não
319247,RESTAURANTES E SIMILARES,05-10-2021,SIM,FERNANDES TOURINHO,503,,SAVASSI,GASTROBAR SAVASSI LTDA,,POINT (-43.939366222574264 -19.93862959297814),Não
319249,RESTAURANTES E SIMILARES,05-10-2021,NÃO,ENY,53,,SUZANA,KAMILA RAMOS MARCIANO 12503313663,RAMOS ALIMENTACAO,POINT (-43.934628048763 -19.866731431997323),Não
319572,"BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS, SEM ENTRETENIMENTO",07-10-2021,NÃO,ITANHAEM,339,,PIRATININGA,EDSON GONCALVES DOS SANTOS 03197910680,BAR DO BEIJO,POINT (-43.991929207960375 -19.81283738912515),Não
315141,"BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS, SEM ENTRETENIMENTO",02-09-2021,SIM,FLORIDA,21,,SION,BAR AMIGOS & AMIGOS LTDA,PE DE CANA,POINT (-43.9340610638853 -19.948475851508107),Sim
315757,RESTAURANTES E SIMILARES,09-09-2021,NÃO,DOM LEME,126,LOJA,IPIRANGA,LEANDRO MAGNO RODRIGUES COMERCIO DE ALIMENTOS LTDA,IT SUSHI HOUSE,POINT (-43.93001065466611 -19.88645819384287),Não
316083,RESTAURANTES E SIMILARES,12-09-2021,NÃO,BENJAMIM ALVES,147,CASA,MINASCAIXA,DERICK PEREIRA DOS SANTOS 12771085607,PEREIRA SMASH BURGUER,POINT (-43.955323802539745 -19.811008719741565),Não
316715,RESTAURANTES E SIMILARES,16-09-2021,NÃO,DOS TIMBIRAS,2022,,LOURDES,RESTAURANTE LA EM CASA SOCIEDADE UNIPESSOAL LIMITADA,RESTAURANTE LA EM CASA,POINT (-43.94208363026227 -19.926009736460863),Não
317354,RESTAURANTES E SIMILARES,21-09-2021,SIM,ALBERTO CINTRA,32,"LOJA:5,",UNIAO,M 130 CIDADE NOVA LTDA,MERCEARIA 130 CIDADE NOVA,POINT (-43.92882890017254 -19.879570851036476),Não
317355,RESTAURANTES E SIMILARES,17-12-2021,SIM,MIGUEL PERRELA,640,"LOJA:1,",CASTELO,M 130 CIDADE NOVA LTDA,,POINT (-43.99561380469605 -19.877258341125923),Não
318959,RESTAURANTES E SIMILARES,03-10-2021,NÃO,EXPEDICIONARIO SEBASTIAO PIRES,33,BRCAO CASA DO FUNDO,ITATIAIA,JERRY JEMERSON PINTO TANCREDO 14740402688,CRAZY FOR ACAI,POINT (-44.01301803575929 -19.869754648403493),Não
153932,"BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS, SEM ENTRETENIMENTO",08-02-2017,NÃO,ALGA VERDE,218,,JARDIM GUANABARA,JOSE MARCIMIANO DOS SANTOS 67894160644,BAR DO ZE,POINT (-43.93848061669418 -19.827864298886734),Não
154139,RESTAURANTES E SIMILARES,13-02-2017,SIM,SILVA LOBO,1763,LOJA 06,GRAJAU,J.C.A. COMERCIO ALIMENTICIO LTDA,AMARELINHO SILVA LOBO,POINT (-43.967604151358074 -19.939645648006938),Não
153053,"BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS, SEM ENTRETENIMENTO",27-01-2017,SIM,FLEMING,480,,OURO PRETO,R J FLEMING LTDA,AMADIS BAR,POINT (-43.98606539008196 -19.86992343644197),Não
153060,RESTAURANTES E SIMILARES,27-01-2017,NÃO,EDITH MELLO SILVA,178,,VILA VISTA ALEGRE,MILTON SERGIO PEREIRA 81647506620,RESTAURANTE JEOVA JIRE,POINT (-43.992945817136444 -19.952869066039213),Não
153393,"BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS, SEM ENTRETENIMENTO",01-02-2017,NÃO,JOINVILLE,27,LOJA 409,COPACABANA,JOAO ANDRELINO DIAS SOBRINHO 05603647680,BOMBAR,POINT (-43.98325928483883 -19.83856166875412),Não
153978,"BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS, SEM ENTRETENIMENTO",09-02-2017,NÃO,EDEWELS BARCELOS,178,,TUPI A,CHARLES RODRIGO DA SILVA SOUZA 01379611628,VIRA LATAS 031,POINT (-43.92458374769245 -19.83560378709946),Não
154214,RESTAURANTES E SIMILARES,13-02-2017,NÃO,LANTANA,18,LOJA,OLARIA,JOAO MARTINHO FILHO 61751286649,FUT-BURGUER,POINT (-44.03048387082755 -19.992237098491543),Não
489696,"BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS, SEM ENTRETENIMENTO",27-09-2024,NÃO,PADRE EUSTAQUIO,1010,,CARLOS PRATES,57.469.422 IGOR AUGUSTO AVELAR QUINTAO,,POINT (-43.96293019007567 -19.911537342975635),Não
484533,RESTAURANTES E SIMILARES,04-09-2024,SIM,DOS TUPINAMBAS,956,,CENTRO,BATATA HOUSE LANCHONETE LTDA,,POINT (-43.94314922530104 -19.916603531100268),Não
484534,RESTAURANTES E SIMILARES,18-12-2024,SIM,TEOFILO OTONI,433,,CARLOS PRATES,BATATA HOUSE LANCHONETE LTDA,MG GASTRONOMIA,POINT (-43.95812415752092 -19.91266120529606),Não
485227,RESTAURANTES E SIMILARES,06-09-2024,NÃO,AGUA BRANCA,219,,NOVA VISTA,57.189.907 ERICA ROCHA DE MORAIS,,POINT (-43.89719760157674 -19.886539784808047),Não
486847,RESTAURANTES E SIMILARES,15-09-2024,NÃO,ARAMITA FRANCISCA DOS SANTOS,18,LOJA,VILA MANTIQUEIRA,57.293.880 IGOR QUIRINO DA SILVA,,POINT (-43.97977922653488 -19.78773521851648),Não
489447,"BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS, SEM ENTRETENIMENTO",26-09-2024,NÃO,PADRE FEIJO,556,LOJA,SAUDADE,57.453.461 RENATO LUIZ JARDIM,,POINT (-43.89740726426541 -19.915143304191872),Não
485891,RESTAURANTES E SIMILARES,10-09-2024,NÃO,ABSINTIO,47,,PAULO VI,57.229.096 SOLINE DE OLIVEIRA FAUSTINO,,POINT (-43.89129791046798 -19.836035430991032),Não
486541,RESTAURANTES E SIMILARES,12-09-2024,NÃO,DOUTOR CRISTIANO REZENDE,2765,,FLAVIO MARQUES LISBOA,57.269.977 THAIS CRISTINA MENDES MOURA,,POINT (-43.999485183665605 -19.99128886000732),Não
486868,RESTAURANTES E SIMILARES,16-09-2024,NÃO,AGENOR DE PAULA ESTRELA,734,LOJA LOJA,JAQUELINE,RESTAURANTE E LANCHONETE SANTA CEIA LTDA.,,POINT (-43.93915771503106 -19.802898418402243),Não
488826,RESTAURANTES E SIMILARES,24-09-2024,SIM,DA BAHIA,458,,CENTRO,PF DA ROBERTINHA LTDA,PF DA ROBERTINHA,POINT (-43.93593139052187 -19.91895987983016),Não
484591,"BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS, SEM ENTRETENIMENTO",04-09-2024,NÃO,DOS SOCIAIS,20,,VILA MARIA,57.145.612 CARLOS EDUARDO DA SILVA FREITAS,,POINT (-43.88653130067877 -19.850277539873307),Não
488525,"BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS, SEM ENTRETENIMENTO",23-09-2024,NÃO,LUIZ LEITE DE FARIA,135,LOJA,VALE DO JATOBA,57.396.195 HUGO DE OLIVEIRA PAULINO JUNIOR,,POINT (-44.03589228234002 -20.010481033247302),Não
485273,RESTAURANTES E SIMILARES,06-09-2024,NÃO,AMAZONAS,2464,,BARRO PRETO,57.192.329 LILIAN APARECIDA GONZALEZ DE MOURA,,POINT (-43.95564997835556 -19.928442021852856),Não
486919,RESTAURANTES E SIMILARES,16-09-2024,SIM,ANTONIO ABRAHAO CARAM,1001,LOJA: 10,SAO LUIZ,BAR 10 RESTAURANTE E LANCHONETE LTDA,BAR 10,POINT (-43.972043515141735 -19.863689323815873),Não
488204,"BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS, SEM ENTRETENIMENTO",20-09-2024,SIM,JACUI,3788,LOJA 3,IPIRANGA,57.375.969 WEMERSON WAGNER DOS SANTOS DUARTE,,POINT (-43.93209377014902 -19.880743219892544),Não
488210,RESTAURANTES E SIMILARES,20-09-2024,NÃO,MENELICK DE CARVALHO,1280,CONJ,FLAVIO MARQUES LISBOA,57.376.227 MARIA DIAS SILVA DE SOUZA,,POINT (-43.993551054949236 -19.998205826299852),Não
485959,RESTAURANTES E SIMILARES,10-09-2024,NÃO,SENHORA DA BOA VIAGEM,42,CASA,OURO MINAS,57.235.078 LUCIMAR DE LOURDES DA SILVA,,POINT (-43.9070146771584 -19.84576532422411),Não
486282,"BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS, SEM ENTRETENIMENTO",12-09-2024,SIM,JOSE GUALBERTO,110,LOJA: A,PALMEIRAS,BAR E ESPETINHO HARTL LTDA,ESPETIN 55,POINT (-43.98344224152707 -19.968619489287104),Não
486936,RESTAURANTES E SIMILARES,16-09-2024,NÃO,RIO GRANDE DO NORTE,1560,SALA: 706,SAVASSI,2DAL GASTRONOMIA LTDA,,POINT (-43.93318505074933 -19.93921187773783),Não
488241,RESTAURANTES E SIMILARES,20-09-2024,SIM,ICARAI,674,,CAICARAS,CARMO RESTAURANTE E EMPREENDIMENTOS LTDA,CARMO RESTAURANTE,POINT (-43.9696799447719 -19.90479134070182),Não
489232,RESTAURANTES E SIMILARES,25-09-2024,NÃO,NELSON LEMOS DE CARVALHO,53,,PALMARES,57.439.748 ISRAEL FELIPE OLIVEIRA AGUIAR,,POINT (-43.92917288388608 -19.870094310591572),Não
486293,RESTAURANTES E SIMILARES,12-09-2024,SIM,DOS TUPIS,987,LOJA: LOJA,CENTRO,RESTAURANTE LASMAR LTDA,CANTINA DA RUTH,POINT (-43.94643477237932 -19.91991894093265),Não
486628,RESTAURANTES E SIMILARES,13-09-2024,NÃO,RIO GRANDE DO SUL,664,LOJA 1,BARRO PRETO,57.275.722 MATEUS SANTOS OLIVEIRA,,POINT (-43.94647855941306 -19.922207101590452),Não
487935,RESTAURANTES E SIMILARES,19-09-2024,SIM,PAPA JOAO PAULO II,3701,"ANDAR: 9 ,LOJA: 912, EDIFÃÂCIO: GERAIS",SERRA VERDE,SOUZA & FILHOS ALIMENTOS LTDA,RESTAURANTE MERITISSIMO,POINT (-43.94988565107145 -19.788013463946267),Não
488258,RESTAURANTES E SIMILARES,21-09-2024,NÃO,JOSE MOREIRA BARBOSA,108,LOJA A,IPE,57.379.527 CARLOS ALBERTO PEREIRA JUNIOR,,POINT (-43.908018426118 -19.874127227929836),Não
124441,RESTAURANTES E SIMILARES,07-10-1999,NÃO,VEREADOR GERALDO PEREIRA,381,,PADRE EUSTAQUIO,RESTAURANTE BORGES E SILVA LTDA,,POINT (-43.97659985987669 -19.92201295504675),Não
124442,RESTAURANTES E SIMILARES,01-12-1999,NÃO,AUGUSTO DE LIMA,1652,LOJA,BARRO PRETO,NATURAL BARRO PRETO LTDA,BEM NATURAL,POINT (-43.95186686094728 -19.92093999445463),Não
124459,"BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS, SEM ENTRETENIMENTO",26-08-2009,NÃO,SEBASTIAO DE BRITO,480,,DONA CLARA,MODELE E CYBER LTDA,BAR BRAZIL 301,POINT (-43.94292409496618 -19.86140897490928),Não
124339,RESTAURANTES E SIMILARES,17-04-1996,SIM,RAJA GABAGLIA,1740,"ANDAR: 2,",LEONINA,FAUSTINA EMPREENDIMENTOS LTDA,RESTAURANTE DONA FAUSTINA,POINT (-43.9614224038807 -19.950006334841465),Não
124348,"BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS, SEM ENTRETENIMENTO",02-08-1996,SIM,MAFRA,537,,PINDORAMA,COMERCIAL AMERICA E FILHO LTDA,,POINT (-44.021903577022314 -19.90371648565486),Não
124397,"BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS, SEM ENTRETENIMENTO",29-09-1998,SIM,UNIVERSO,665,LOJA,COPACABANA,COMERCIAL VALDIR CAROLINO LTDA,BAR E REESTAURANTE DOIS IRMAOS,POINT (-43.98712532788174 -19.833353129733393),Não
124401,"BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS, SEM ENTRETENIMENTO",03-11-1998,NÃO,POUSO ALEGRE,1150,,FLORESTA,HELOISA MARIA DA SILVEIRA,ACAI SABOR & ENERGIA,POINT (-43.9285637950586 -19.912245860018096),Não
124403,RESTAURANTES E SIMILARES,10-12-1998,NÃO,BRASIL,112,,SANTA EFIGENIA,CANTINA VO CELINA LTDA,CANTINA VO CELINA,POINT (-43.92148873031258 -19.923923357746965),Não
124413,RESTAURANTES E SIMILARES,30-04-1998,SIM,BELMIRO BRAGA,579,,CAICARAS,ADAIR MADUREIRA SOARES,BAR E RESTAURANTE CAICARA,POINT (-43.970134858935225 -19.906428705517175),Não
124415,RESTAURANTES E SIMILARES,10-03-1999,SIM,DOS TAMOIOS,232,,CENTRO,RESTAURANTE E CERVEJARIA SAO JOSE LTDA,RESTAURANTE BECO,POINT (-43.93863897028027 -19.920320737174087),Não
124367,RESTAURANTES E SIMILARES,01-01-2001,SIM,GASTAO DEMETRIO MAIA,561,,FLORAMAR,RESTAURANTE VARANDAO FLORAMAR LTDA.,VARANDAO,POINT (-43.930689864226196 -19.83584776478267),Não
124369,RESTAURANTES E SIMILARES,01-01-2001,SIM,ILACIR PEREIRA LIMA,506,LOJA 4,SILVEIRA,MARCELO LUIZ JERONIMO DE CASTRO,,POINT (-43.92979763854363 -19.89014288890857),Não
304,RESTAURANTES E SIMILARES,09-12-1991,SIM,ALAGOAS,1314,,SAVASSI,C&N COMERCIAL LTDA,DONA DEJA,POINT (-43.93714700922094 -19.93844673241159),Não
228085,RESTAURANTES E SIMILARES,16-08-2019,NÃO,BETANIA,55,CONJ,CONJUNTO TAQUARIL,CLAUDIO COSTA DA SILVA 03382041642,LANCHONETE KI DELICIA,POINT (-43.87913439706047 -19.91951922431631),Não
224250,RESTAURANTES E SIMILARES,13-07-2019,NÃO,DOS CRENAQUES,435,,RIO BRANCO,IRIS APARECIDA DA SILVA 00043701639,Restaurante a Poderosa,POINT (-43.98179856715216 -19.82287476792156),Não
224258,RESTAURANTES E SIMILARES,13-07-2019,NÃO,NICACIO DE OLIVEIRA,137,CONJ COM BELMIRO BRAGA,CAICARA ADELAIDE,CIRO FERREIRA DA CUNHA 11019949678,cantina na skina,POINT (-43.97369176887208 -19.906492271752224),Não
224578,RESTAURANTES E SIMILARES,16-07-2019,NÃO,DOS NAVEGANTES,164,,CEU AZUL,DAYANE CRISTYNA VITAL 11782535624,Quentinha Delivery,POINT (-44.00390534522625 -19.82361428624053),Não
224906,RESTAURANTES E SIMILARES,19-07-2019,NÃO,POUSO ALEGRE,1139,,FLORESTA,FRANGO X RESTAURANTE LTDA,CHIKEN E SAUCE,POINT (-43.928799701302815 -19.912098284754673),Não
225207,RESTAURANTES E SIMILARES,23-07-2019,NÃO,MATO GROSSO,960,LOJA,SANTO AGOSTINHO,CRISTIANE ALVES VIEIRA PEREIRA REFEICOES,YAMA FUSION,POINT (-43.94905024684687 -19.926573592596313),Não
225548,RESTAURANTES E SIMILARES,25-07-2019,NÃO,DO CANAL,143,,ATILA DE PAIVA,SIRLENE GOMES FERREIRA DE SOUZA 04321771676,Tic Teo Restaurante,POINT (-44.029115083549904 -19.977346629362227),Não
225866,RESTAURANTES E SIMILARES,29-07-2019,NÃO,SAO LAZARO,114,,SAGRADA FAMILIA,34.354.742 ELEONORA DE SOUZA SOARES,ELEONORA SERVICOS,POINT (-43.9266909948498 -19.904115488214526),Não
227156,RESTAURANTES E SIMILARES,08-08-2019,SIM,GUARAPARI,1147,,SANTA AMELIA,BAR E RESTAURANTE NUNES LTDA,,POINT (-43.97550452368544 -19.83619746927561),Não
227463,RESTAURANTES E SIMILARES,12-08-2019,NÃO,SANTA JULIANA,112,,SALGADO FILHO,MOISES GONCALVES DA COSTA 55705898649,SAMS BURGUER HOUSE,POINT (-43.98416405271108 -19.941699502627195),Não
228421,RESTAURANTES E SIMILARES,20-08-2019,NÃO,LUIZ DE SOUZA LIMA,29,LOJA,MINEIRAO,34.599.254 RONI VALENTINO CELESTINO,MANJUBINHA ESPACO GOURMET,POINT (-44.02661288375259 -20.02279586157377),Não
223945,RESTAURANTES E SIMILARES,10-07-2019,NÃO,DESEMBARGADOR BRAULIO,211,CONJ,ALTO VERA CRUZ,MARIA DAS GRACAS GONCALVES 87000237600,Maria lanches e refeicoes,POINT (-43.89112883155156 -19.905510671959114),Não
223948,RESTAURANTES E SIMILARES,10-07-2019,NÃO,DOS CAMARGOS,516,,LAGOA,TAYNARA PEREIRA FONSECA 08582239610,Leve Gourmet,POINT (-43.99888277341484 -19.805769927763944),Não
225892,RESTAURANTES E SIMILARES,29-07-2019,NÃO,JOAQUIM DE OLIVEIRA,20,,BAIRRO NOVO DAS INDUSTRIAS,LUCAS PAULO FERREIRA MAYRINK 01943366624,LUCAS PAULO FERREIRA MAYRINK,POINT (-43.99319916762816 -19.97293931179776),Não
226850,RESTAURANTES E SIMILARES,06-08-2019,NÃO,NOGUEIRA DA GAMA,769,CASA,ALTO DOS PINHEIROS,VANIA APARECIDA PEREIRA LEMOS 93855940606,,POINT (-44.00414142769268 -19.929495613389154),Não
227493,RESTAURANTES E SIMILARES,12-08-2019,NÃO,MEDEIROS DE ALBUQUERQUE,120,CONJ,SANTA MONICA,ALEXANDRE DA SILVA FERREIRA 77497236687,TROPEIRO DA SU,POINT (-43.97414165759227 -19.823014266198303),Não
228445,RESTAURANTES E SIMILARES,20-08-2019,NÃO,PASTOR ANSELMO SILVESTRE,1395,,UNIAO,ADEMIR JOSE NASCIMENTO DE OLIVEIRA 04029219683,LUKITOS BURGUER,POINT (-43.92465156914243 -19.873513160329402),Não
335755,RESTAURANTES E SIMILARES,16-02-2022,SIM,JOSE FALEIRO,685,,SANTA HELENA,A F M DISTRIBUIDORA DE ALIMENTOS LTDA,RESTAURANTE CAMPESCA CARNES GRELHADAS E FRUTOS DO MAR,POINT (-44.011421174204 -19.98951083586487),Não
336087,RESTAURANTES E SIMILARES,18-02-2022,NÃO,GONCALVES DIAS,668,,SAVASSI,MANI IN MANO LTDA,MANI IN MANO,POINT (-43.93112298672659 -19.932613568792),Não
337041,RESTAURANTES E SIMILARES,24-02-2022,NÃO,JATAI,916,,NOVA FLORESTA,45.434.714 MARCUS VINICIUS GONCALVES,MB EMPREENDIMENTOS,POINT (-43.93431561625402 -19.897330696523014),Não
339262,RESTAURANTES E SIMILARES,14-03-2022,NÃO,NOSSA SENHORA DO CARMO,683,,SION,BAR E RESTAURANTE GONCALVES LTDA,BAR E RESTAURANTE GONCALVES,POINT (-43.93456380614764 -19.94630609346139),Não
339263,RESTAURANTES E SIMILARES,14-06-2023,SIM,TENENTE ANASTACIO DE MOURA,550,"LOJA:,",SANTA EFIGENIA,BAR E RESTAURANTE GONCALVES LTDA,BAR E RESTAURANTE GONCALVES 2,POINT (-43.91654630293844 -19.924305863725458),Não
339279,RESTAURANTES E SIMILARES,14-03-2022,SIM,ESPIRITO SANTO,2324,,LOURDES,LINA DELICATESSE LTDA,LINA DELICATESSE,POINT (-43.9417167629595 -19.935019808586947),Não
339597,RESTAURANTES E SIMILARES,16-03-2022,NÃO,GERALDO ROSA FILHO,140,,MANGUEIRAS,GABRIELA DE SOUZA VIEIRA 02327013690,MANGUEIRAS,POINT (-44.03391314793318 -20.0146563921376),Não
337382,RESTAURANTES E SIMILARES,27-02-2022,NÃO,DO ENCONTRO,187,,JARDIM SAO JOSE,45.468.904 LUCAS SILVA FERREIRA,SARUTOBI BURGUER,POINT (-43.99373493605639 -19.905781276035793),Não
337690,"BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS, SEM ENTRETENIMENTO",03-03-2022,SIM,DA BAHIA,478,"LOJA:3,",CENTRO,ESPETINHO DO WANDINHO LTDA,,POINT (-43.93596438134461 -19.919083774169128),Não
338975,RESTAURANTES E SIMILARES,11-03-2022,SIM,PARAIBA,1055,,SAVASSI,CINE CAFE BISTRO LTDA,,POINT (-43.93338817994683 -19.935654720233646),Não
339605,RESTAURANTES E SIMILARES,16-03-2022,NÃO,SANTA CRUZ,163,,VENDA NOVA,ALESSANDRA CAMPOS FRANQUILINO 00528100629,GOL A GOL WJ,POINT (-43.96148566453567 -19.815285934818878),Não
340232,RESTAURANTES E SIMILARES,21-03-2022,SIM,ESPIRITO SANTO,841,"LOJA:15 B,",CENTRO,RESTAURANTE FLOR DE SAL CENTRO LTDA,FLOR DE SAL,POINT (-43.93797775840856 -19.922123360167806),Não
335489,RESTAURANTES E SIMILARES,15-02-2022,NÃO,BENEDITO GONCALVES,398,CONJ B,SERRA VERDE,MARCELENE PEREIRA COSTA 12147372692,LEENE SABOR,POINT (-43.954367201409866 -19.800777309276565),Não
338364,RESTAURANTES E SIMILARES,08-03-2022,NÃO,COSTA MONTEIRO,439,,SAGRADA FAMILIA,CLEIDE ISABEL DA SILVA 04052655656,,POINT (-43.92599335067546 -19.903621731415345),Não
338990,RESTAURANTES E SIMILARES,11-03-2022,NÃO,MATO GROSSO,666,"APT 1708,BLOCO 2",BARRO PRETO,JOYCEMILLE ROCHA DE OLIVEIRA 10373992696,JOYCEMILLE ROCHA DE OLIVEIRA,POINT (-43.94831442068043 -19.92386832234282),Não
336140,RESTAURANTES E SIMILARES,18-02-2022,NÃO,DAS OFICINAS,416,CASA AZUL,ESPLANADA,SAMUEL DIAS FERREIRA 13590991666,MACARRON CHEF,POINT (-43.9053128842047 -19.905355555158906),Não
336454,RESTAURANTES E SIMILARES,21-02-2022,NÃO,ARAMINA,280,"CASA,CASA,CASA,CASA",ITAIPU,45.388.043 WESLEY CARDOSO PEREIRA,WESLEY CARDOSO PEREIRA,POINT (-44.051232599788726 -19.991636178638615),Não
336772,RESTAURANTES E SIMILARES,23-02-2022,NÃO,TERRACOTA,351,,VITORIA,MARCOS SOARES FARAH 04240419603,PIZZARIA E HAMBURGUERIA FARAH,POINT (-43.888072129253366 -19.86274378892737),Não
337413,RESTAURANTES E SIMILARES,28-02-2022,NÃO,SERRA DO ROLA MOCA,100,CONJ 13 AP 404,DISTRITO INDUSTRIAL DO JATOBA,CLEIDIANE APARECIDA DA COSTA 05798857638,TEMPERO DA KEIDINHA,POINT (-44.029185297829144 -19.99884755154492),Não
338700,RESTAURANTES E SIMILARES,09-03-2022,NÃO,CALAFATE,332,CASA BAR DO MUCA,GOIANIA,MARCELE MAIZA RODRIGUES DE OLIVEIRA 02237426600,MUCA LANCHES,POINT (-43.90025166621273 -19.86976913702106),Não
339326,RESTAURANTES E SIMILARES,14-03-2022,NÃO,TEBAS,1204,,ALTO VERA CRUZ,ROSALIA ALEXANDRA MELO DE OLIVEIRA 01241845611,MELO REFEICAO,POINT (-43.88916219779822 -19.907840667321437),Não
335520,RESTAURANTES E SIMILARES,15-02-2022,NÃO,PADRE ARGEMIRO MOREIRA,5265,CASA 01,BEIRA LINHA,LILIAN PINHEIRO DE CAMPOS 12650230690,RESTAURANTE TIA LUZIA,POINT (-43.89205570715682 -19.832768276516305),Não
335844,RESTAURANTES E SIMILARES,17-02-2022,NÃO,VICENTE SURETTE,97,,MANGUEIRAS,LEONARDO PINHEIRO DE SOUZA 12058817605,ODDS BURGUER,POINT (-44.03839011053994 -20.013096982174734),Não
335851,RESTAURANTES E SIMILARES,17-02-2022,NÃO,OSVALDO LIMA E SILVA,310,,CARDOSO,JOSIANE PAULINA DE OLIVEIRA GOMES ALEXANDRE 08310551622,TITO LANCHES,POINT (-44.00530030063158 -20.002981900266235),Não
337430,RESTAURANTES E SIMILARES,28-02-2022,NÃO,MARIA AUTA,238,CASA,PALMEIRAS,PEDRO HENRIQUE ABRAAO REIS DOS SANTOS 11547920645,CHAPEU DO JAVALI,POINT (-43.98021687401428 -19.97361050533013),Não
339665,RESTAURANTES E SIMILARES,16-03-2022,NÃO,PRESIDENTE CARLOS LUZ,126,APT 101,CAICARAS,NOELIA RODRIGUES DE SOUZA 54660807649,XIAO LUNG MARMITEX,POINT (-43.96306045645219 -19.907248163196247),Não
335549,RESTAURANTES E SIMILARES,15-02-2022,NÃO,MARIA GUERZONI FERNANDES,210,,PAULO VI,45.300.855 BRENO PEREIRA RIBEIRO DE MATOS,BRENO MODAS,POINT (-43.89018787105236 -19.8464826447525),Não
337451,RESTAURANTES E SIMILARES,28-02-2022,NÃO,SOLDADO JULIO VASCONCELOS,171,CONJ,VILA PINHO,ALEXANDRA BATISTA DE SOUZA 07985898689,PIZZARIA DOIS IRMAOS,POINT (-44.02656565928219 -19.99760405675746),Não
337782,"BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS, SEM ENTRETENIMENTO",03-03-2022,NÃO,PARA DE MINAS,1002,,PADRE EUSTAQUIO,ANA GOMES SABINO MATOS 47186046649,BAR DA ANA,POINT (-43.99084629179933 -19.913844271231557),Não
338403,RESTAURANTES E SIMILARES,08-03-2022,SIM,DONA HELENA,210,LOJA,NOVA CINTRA,RAFAEL SILVEIRA 06161800632,BAR DO FAEL,POINT (-43.98880144260435 -19.95212509828643),Não
338408,RESTAURANTES E SIMILARES,08-03-2022,SIM,DOS TIMBIRAS,2670,"LOJA:A,",SANTO AGOSTINHO,COZINHA DOS ASSADOS E RESTAURANTE DA WAL LTDA,ASSADOS DA WAL,POINT (-43.94776333734227 -19.924620978366352),Não
338412,"BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS, SEM ENTRETENIMENTO",08-03-2022,SIM,TEODOMIRA DINIZ LARA,22,"LOJA: 4,",SAGRADA FAMILIA,SKINA BEER BAR LTDA,ACONCHEGO BAR,POINT (-43.930278196880245 -19.904104746293527),Não
339058,"BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS, SEM ENTRETENIMENTO",11-03-2022,SIM,PETROLINA,600,LETRA B,SAGRADA FAMILIA,MARIA DE LOURDES CASTRO 84291222653,BAR DA LU,POINT (-43.91773028375871 -19.90434284037281),Não
339377,RESTAURANTES E SIMILARES,14-03-2022,NÃO,ANIL,244,,SAO SALVADOR,KASSIANE FERREIRA DA SILVA 11406729671,J & L GOMES,POINT (-44.01772482384022 -19.8936274414158),Não
339682,RESTAURANTES E SIMILARES,16-03-2022,NÃO,PERNAMBUCO,1292,"SLJ:,",SAVASSI,RESTAURANTE OFICINA DO SABOR E SILVA LTDA,OFICINA DO SABOR,POINT (-43.935811633704596 -19.938732122331636),Não
